Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2016 - Dec/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
Eglinton Flats Service Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",101 Emmett Ave,Toronto,M6M 1V7,5705,Square feet,70,0,91547.71337,kWh,10873.56774,Cubic meter,,,,,,,,,,,,,,,,,,,"24,579",36.2,,EFSB,Storage Facilities
Eglinton Flats Sport Pavilions,Other,3601 Eglinton Ave. W.,Toronto,M6M 1V7,5683,Square feet,100,0,707970.2895,kWh,10645.57198,Cubic meter,,,,,,,,,,,,,,,,,,,"51,271",144.4,,EFSP,Outdoor Recreational Facilities
Eglinton Pumping Station,Facilities related to the pumping of water,885 Pharmacy Ave.,Toronto,M1L 3K9,10075,Square feet,168,30709.854,5295759.353,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"233,013",525.6,172.4,EPS,Water Pumping Facilities
Eglinton Square,Public libraries,1 Eglinton Square,Toronto,M1L 2K1,4715,Square feet,70,0,51816.10716,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,280",11.0,,ES,Public Libraries
Eglinton-Bellamy Storm Pumping Station,Other,3034 Eglinton Ave E,Scarborough,M1J 2H1,441,Square feet,168,43.56,45932.41198,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,021",104.2,"1,054.5",EGLIWK,Storm Pumping Facilities
Eglinton-Venn Parkette,Other,2475 EGLINTON AVE W,TORONTO,M6M 3L9,0,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,0,,,EGLPARK,Outdoor Recreational Facilities
Election Services Building,"Administrative offices and related facilities, including municipal council chambers",89 Northline Road,Toronto,M4B 3G1,55004,Square feet,70,0,354372.728,kWh,69814.9674,Cubic meter,,,,,,,,,,,,,,,,,,,"147,543",19.8,,89NORTH,Administrative Offices
Elizabeth Simcoe Park,Other,180 Sylvan Ave,Toronto,M1E 1A3,0,Square feet,100,0,15084.65321,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,664,,,0SYLVA,Outdoor Recreational Facilities
Ellerslie Park,Other,499 Ellerslie Ave,Toronto,M2R 1C1,0,Square feet,100,0,5462.629063,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,240,,,ELLERP,Outdoor Recreational Facilities
Ellesmere C.C,Community centres,20 Canadian Rd,Toronto,M1R 4B4,24402,Square feet,100,0,232134.9376,kWh,31185.1557,Cubic meter,,,,,,,,,,,,,,,,,,,"69,154",23.0,,ELLEC,Community Centres
Ellesmere Pumping Station,Facilities related to the pumping of water,2950 Ellesmere Rd,Toronto,M1E 4B8,6243,Square feet,168,103876.2,26834238.31,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,180,706","4,298.3",258.3,ELPS,Water Pumping Facilities
Ellesmere Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1050 Ellesmere Rd,Toronto,M1P 2X3,138069,Square feet,70,0,1569573.171,kWh,203608.313,Cubic meter,,,,,,,,,,,,,,,,,,,"453,881",26.9,,ELLEY,Storage Facilities
Ellis Ave Sewage Pumping Station,Facilities related to the pumping of sewage,1 Ellis Ave,Toronto,M9N 1G2,0,Square feet,168,214.1357415,23420.51076,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,031",,109.4,1ELLIS,Sewage Pumping Facilities
Elmbank Community Centre,Community centres,10 Rampart Rd,Toronto,M9V 4L9,14725,Square feet,100,0,182201.8862,kWh,19772.11107,Cubic meter,,,,,,,,,,,,,,,,,,,"45,386",26.5,,ELMBC,Community Centres
Elmbrook Park,Public libraries,2 Elmbrook Crescent,Toronto,M9C 5B4,3595,Square feet,70,0,61684.15742,kWh,2318.836176,Cubic meter,,,,,,,,,,,,,,,,,,,"7,097",24.0,,EB,Public Libraries
Elmcrest Park,Other,150 Elmcrest Rd,Toronto,M9C 3S1,0,Square feet,100,0,41682.44346,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,834",,,150ELM,Outdoor Recreational Facilities
Emergency Task Force,Police stations and associated offices and facilities,300 Lesmill Rd.,Toronto,M3B 2T5,35995,Square feet,168,0,531411.6638,kWh,61517.62075,Cubic meter,,,,,,,,,,,,,,,,,,,"139,650",32.8,,ETF,Police Stations
Emery Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",27 Toryork Dr.,Toronto,M9L 1X9,18998,Square feet,70,0,196493.9169,kWh,43369.39333,Cubic meter,,,,,,,,,,,,,,,,,,,"90,614",34.4,,EPY,Storage Facilities
Emery Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",61 Toryork Dr,Toronto,M9L 1X9,26404,Square feet,70,0,332544.0565,kWh,78225.3697,Cubic meter,,,,,,,,,,,,,,,,,,,"162,478",43.9,,EMERY,Storage Facilities
EMS Workshop West,Ambulance stations and associated offices and facilities,866 Richmond St.W.,Toronto,M6J 1C9,1658,Square feet,168,0,18451.83265,kWh,7936.388571,Cubic meter,,,,,,,,,,,,,,,,,,,"15,812",61.7,,EMSWW,Ambulance Stations
Eringate Pool (outdoor),Other,121 Wellesworth Dr,Toronto,M9C 4R8,1098,Square feet,100,0,40790.37201,kWh,8164,Cubic meter,,,,,,,,,,,,,,,,,,,"17,225",115.6,,ERIN,Outdoor Recreational Facilities
Erwin Krickhan Park,Other,121 Rankin Cresecent,Toronto,M4R 1E6,0,Square feet,100,0,5180.48458,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,228,,,1RANKI,Outdoor Recreational Facilities
Esther Shiner Stadium,Other,5720 Bathurst St,Toronto,M2R 3W2,9365,Square feet,100,0,373367.8417,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"16,428",39.9,,ESS,Outdoor Recreational Facilities
Etienne Brule Park Wr,Other,31 Old Mill Rd,Toronto,M6S 4J8,441,Square feet,100,0,22769.3872,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,002",51.6,,EBPW,Outdoor Recreational Facilities
Etobicoke Animal Centre,Other,146 The East Mall,Toronto,M8Z 5V5,6588,Square feet,168,0,318216.5284,kWh,51019.39855,Cubic meter,,,,,,,,,,,,,,,,,,,"110,428",130.1,,ETAC,Animal Centres
Etobicoke Centennial Arena,Indoor sports arenas,56 Centennial Pk Rd,Toronto,M9C 5N3,72050,Square feet,100,0,1887571.757,kWh,70151.41095,Cubic meter,,,,,,,,,,,,,,,,,,,"215,639",36.5,,ETCEA,Indoor Sports Arena
Etobicoke Civic Centre,"Administrative offices and related facilities, including municipal council chambers",399 The West Mall,Toronto,M9C 2Y2,154925,Square feet,70,0,3013675.133,kWh,185414.6125,Cubic meter,,,,,,,,,,,,,,,,,,,"483,035",32.1,,ETCC,Administrative Offices
Etobicoke North Office,"Administrative offices and related facilities, including municipal council chambers",220 Attwell Dr,Toronto,M9W 6T9,20279,Square feet,70,0,481478.4936,kWh,39929.43189,Cubic meter,,,,,,,,,,,,,,,,,,,"96,652",44.5,,ENO,Administrative Offices
Etobicoke Olympium,Indoor recreational facilities,590 Rathburn Rd,Toronto,M9C 3T3,139995,Square feet,100,0,3124861.149,kWh,453689.4739,Cubic meter,,,,,,,,,,,,,,,,,,,"994,967",56.5,,ETOBO,Indoor Recreational Facilities
Etobicoke South Office,"Administrative offices and related facilities, including municipal council chambers",779 The Queensway,Toronto,M8Z 1N4,22497,Square feet,70,0,464737.0182,kWh,24967.92447,Cubic meter,,,,,,,,,,,,,,,,,,,"67,638",32.4,,ESO,Administrative Offices
Etobicoke Valley Park,Other,72A Westhead Rd,Toronto,M8W 4S3,0,Square feet,100,0,5482.418875,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,241,,,72AWES,Outdoor Recreational Facilities
Evelyn Gregory,Public libraries,120 Trowell Ave,Toronto,M6M 1L7,6200,Square feet,70,0,72323.51657,kWh,9894.533332,Cubic meter,,,,,,,,,,,,,,,,,,,"21,883",28.5,,EG,Public Libraries
F.J. Horgan Filtration Plant,Facilities related to the treatment of water,201 Copperfield Rd,Toronto,M1E 5G7,325447,Square feet,168,109018.45,45505671.68,kWh,341551.2976,Cubic meter,,,,,,,,,,,,,,,,,,,"2,647,782",150.9,450.5,FJH,Water Treatment Facilities
Fairbank Memorial R.C.,Community centres,2213 Dufferin St,Toronto,M6E 3S2,19364,Square feet,100,0,330488.0656,kWh,38239.74345,Cubic meter,,,,,,,,,,,,,,,,,,,"86,815",37.9,,FAIRBC,Community Centres
Fairbank Park Pool,Other,50 Keywest Ave,Toronto,M6E 2A9,3264,Square feet,100,0,121802.1586,kWh,19938,Cubic meter,,,,,,,,,,,,,,,,,,,"43,042",101.8,,FBP,Outdoor Recreational Facilities
Fairfield Senior Centre,Indoor recreational facilities,80 Lothian Ave,Toronto,M8Z 4K5,14316,Square feet,100,0,90678.60921,kWh,33236.82002,Cubic meter,,,,,,,,,,,,,,,,,,,"66,807",30.8,,FAIRFC,Indoor Recreational Facilities
Fairford Parkette,Other,68 Fairford Ave,Toronto,M4L 2J6,0,Square feet,100,0,3.79257,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,0,,,FAIRPKT,Outdoor Recreational Facilities
Fairhaven Pool (outdoor),Other,100 Golfwood Heights,Toronto,M9P 3M2,1195,Square feet,100,0,43365.20431,kWh,3008.581485,Cubic meter,,,,,,,,,,,,,,,,,,,"7,594",62.9,,FHP,Outdoor Recreational Facilities
Fairmount Park C.R.C,Community centres,1725 Gerrard St,Toronto,M4L 2B3,4359,Square feet,100,0,13210.65758,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,581,3.0,,FAIRC,Community Centres
Fairview Mall,Public libraries,35 Fairview Mall Dr,Toronto,M3M 2G3,64670,Square feet,70,0,1507370.806,kWh,97241.84144,Cubic meter,,,,,,,,,,,,,,,,,,,"250,111",39.2,,FV,Public Libraries
Fallingbrook Sewage Pumping Station,Facilities related to the pumping of sewage,7 Fallingbrook Dr,Toronto,M1N 1B3,0,Square feet,168,45.60944262,20756.17546,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,913,,455.1,7FALLI,Sewage Pumping Facilities
Falstaff C.C,Community centres,50 Falstaff Ave.,Toronto,M67 2C7,13853,Square feet,100,0,170414.9554,kWh,25567.52336,Cubic meter,,,,,,,,,,,,,,,,,,,"55,821",31.8,,FALSC,Community Centres
Family Residence,Social housing,4222 Kingston Rd,Toronto,M1E 2M6,39999,Square feet,168,0,392176.075,kWh,46525.10245,Cubic meter,,,,,,,,,,,,,,,,,,,"105,188",22.1,,FR,Shelters & Housing
Faywood Park Tennis,Other,170 Faywood Blvd,Toronto,M3H 2Y1,0,Square feet,100,0,15153.31935,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,667,,,FWTC,Outdoor Recreational Facilities
Felstead Park,Other,60 Felstead Av Pl/12 Lane,Toronto,M1P 4N7,452,Square feet,100,0,3655.665974,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,161,8.1,,FELS,Outdoor Recreational Facilities
Fenside Arena,Indoor sports arenas,30 Slidell Cres,Toronto,M3A 2C4,26307,Square feet,100,0,416914.8094,kWh,42352.99697,Cubic meter,,,,,,,,,,,,,,,,,,,"98,391",32.8,,FENSA,Indoor Sports Arena
Fire Academy,Fire stations and associated offices and facilities,895 Eastern Ave,Toronto,M4L 1A2,61214,Square feet,168,0,813375.0139,kWh,147447.2832,Cubic meter,,,,,,,,,,,,,,,,,,,"314,464",38.7,,FIREAC,Fire Stations
Fire Museum And Storage,Fire stations and associated offices and facilities,351 Birchmount Rd,Toronto,M1N 3K1,3272,Square feet,168,0,26651.25807,kWh,13044.74541,Cubic meter,,,,,,,,,,,,,,,,,,,"25,827",50.2,,FMUS,Fire Stations
Fire Services - East Command Offices,"Administrative offices and related facilities, including municipal council chambers",3 Dohme Ave,Toronto,M4B 1Y8,25898,Square feet,70,0,298158.0058,kWh,20492,Cubic meter,,,,,,,,,,,,,,,,,,,"51,849",19.9,,DA3,Administrative Offices
Fire Station 111,Fire stations and associated offices and facilities,3300 Bayview Ave.,Toronto,M2M 3R7,5662,Square feet,168,0,116002.9791,kWh,23831.74547,Cubic meter,,,,,,,,,,,,,,,,,,,"50,146",64.9,,FS111,Fire Stations
Fire Station 112,Fire stations and associated offices and facilities,5700 Bathurst St.,Toronto,M2R 3N4,7018,Square feet,168,0,229464.4473,kWh,30927.85976,Cubic meter,,,,,,,,,,,,,,,,,,,"68,550",79.2,,FS112,Fire Stations
Fire Station 113,Fire stations and associated offices and facilities,700 Seneca Hill Dr,Toronto,M2J 2W8,4833,Square feet,168,0,86567.5994,kWh,11223.07801,Cubic meter,,,,,,,,,,,,,,,,,,,"25,021",42.4,,FS113,Fire Stations
Fire Station 114,Fire stations and associated offices and facilities,12 Canterbury Place,Toronto,M2N 6N8,8633,Square feet,168,0,210179.8126,kWh,34087.12471,Cubic meter,,,,,,,,,,,,,,,,,,,"73,673",66.0,,FS114,Fire Stations
Fire Station 115,Fire stations and associated offices and facilities,115 Parkway Forest Dr,Toronto,M2J 1L8,5985,Square feet,168,0,119229.3353,kWh,12298.48276,Cubic meter,,,,,,,,,,,,,,,,,,,"28,490",41.6,,FS115,Fire Stations
Fire Station 116,Fire stations and associated offices and facilities,2755A Old Leslie St.,Toronto,M2K 3A6,11776,Square feet,168,0,185736.0593,kWh,22033.04,Cubic meter,,,,,,,,,,,,,,,,,,,"49,815",35.5,,FS116,Fire Stations
Fire Station 121,Fire stations and associated offices and facilities,10 William Carson Crescent,Toronto,M2P 2E1,4219,Square feet,168,0,124027.6569,kWh,3643.445633,Cubic meter,,,,,,,,,,,,,,,,,,,"12,343",38.5,,FS121,Fire Stations
Fire Station 122,Fire stations and associated offices and facilities,2545 Bayview Ave.,Toronto,M2L 1B4,3046,Square feet,168,0,47914.54804,kWh,14703.17316,Cubic meter,,,,,,,,,,,,,,,,,,,"29,897",66.7,,FS122,Fire Stations
Fire Station 123,Fire stations and associated offices and facilities,145 Bond Ave,Toronto,M3B 1M1,2497,Square feet,168,0,53631.18922,kWh,15253.11241,Cubic meter,,,,,,,,,,,,,,,,,,,"31,188",86.0,,FS123,Fire Stations
Fire Station 125,Fire stations and associated offices and facilities,1109 Leslie Street,Toronto,M3C 2J7,5813,Square feet,168,0,85097.54221,kWh,9805.606855,Cubic meter,,,,,,,,,,,,,,,,,,,"22,277",32.4,,FS125,Fire Stations
Fire Station 131,Fire stations and associated offices and facilities,3135 Yonge St,Toronto,M4N 2K8,5845,Square feet,168,0,73872.45083,kWh,16935.91824,Cubic meter,,,,,,,,,,,,,,,,,,,"35,259",43.2,,FS131,Fire Stations
Fire Station 132,Fire stations and associated offices and facilities,476 Lawrence Ave. W,Toronto,M5M 1C4,7664,Square feet,168,0,96690.60758,kWh,18850.45054,Cubic meter,,,,,,,,,,,,,,,,,,,"39,882",38.6,,FS132,Fire Stations
Fire Station 133,Fire stations and associated offices and facilities,1505 Lawrence Ave. W,Toronto,M6L 1A8,8062,Square feet,168,0,105297.196,kWh,18064.03226,Cubic meter,,,,,,,,,,,,,,,,,,,"38,774",36.7,,FS133,Fire Stations
Fire Station 134,Fire stations and associated offices and facilities,16 Montgomery Ave,Toronto,M4R 1C8,7126,Square feet,168,0,44915.94008,kWh,14127.54187,Cubic meter,,,,,,,,,,,,,,,,,,,"28,677",27.2,,FS134,Fire Stations
Fire Station 135 - OLD,Fire stations and associated offices and facilities,641 Eglinton Ave W,Toronto,M5N 1C5,10592,Square feet,168,0,99277.92907,kWh,24629.51286,Cubic meter,,,,,,,,,,,,,,,,,,,"50,918",33.9,,FS135,Fire Stations
Fire Station 141,Fire stations and associated offices and facilities,"3965 Keele St., Unit 10",Toronto,M3J 2E1,12500,Square feet,168,0,149976.6941,kWh,40556.06208,Cubic meter,,,,,,,,,,,,,,,,,,,"83,250",46.2,,FS141,Fire Stations
Fire Station 142,Fire stations and associated offices and facilities,2753 Jane Street,Toronto,M3L 2M1,5586,Square feet,168,0,129459.1074,kWh,20671.87124,Cubic meter,,,,,,,,,,,,,,,,,,,"44,766",62.2,,FS142,Fire Stations
Fire Station 143,Fire stations and associated offices and facilities,1009 Sheppard Ave. W,Toronto,M3H 2T7,2895,Square feet,168,0,75116.18294,kWh,18360.43353,Cubic meter,,,,,,,,,,,,,,,,,,,"38,006",92.9,,FS143,Fire Stations
Fire Station 145,Fire stations and associated offices and facilities,20 Beffort Rd.,Toronto,M3K 2B1,11001,Square feet,168,0,113979.8914,kWh,26668.93388,Cubic meter,,,,,,,,,,,,,,,,,,,"55,419",36.0,,FS145,Fire Stations
Fire Station 146,Fire stations and associated offices and facilities,2220 Jane Street,Toronto,M3M 1A4,7535,Square feet,168,0,54885.41222,kWh,14232.906,Cubic meter,,,,,,,,,,,,,,,,,,,"29,315",27.2,,FS146,Fire Stations
Fire Station 211,Fire stations and associated offices and facilities,900 Tapscott Rd,Toronto,M1X 1C3,5005,Square feet,168,0,122106.03,kWh,10485.2929,Cubic meter,,,,,,,,,,,,,,,,,,,"25,190",46.5,,FS211,Fire Stations
Fire Station 212,Fire stations and associated offices and facilities,8500 Sheppard Ave East,Toronto,M1B 5R4,16501,Square feet,168,0,215226.3556,kWh,43600.875,Cubic meter,,,,,,,,,,,,,,,,,,,"91,876",40.9,,FS212,Fire Stations
Fire Station 213,Fire stations and associated offices and facilities,7 Lapsley Rd,Toronto,M1B 1K1,5048,Square feet,168,0,54353.71718,kWh,10052.48387,Cubic meter,,,,,,,,,,,,,,,,,,,"21,391",31.8,,FS213,Fire Stations
Fire Station 214,Fire stations and associated offices and facilities,745 Meadowvale Rd,Toronto,M1C 1T1,4887,Square feet,168,0,51184.10039,kWh,17516.52903,Cubic meter,,,,,,,,,,,,,,,,,,,"35,358",48.3,,FS214,Fire Stations
Fire Station 215,Fire stations and associated offices and facilities,5318 Lawrence Ave E,Toronto,M1C 1R4,5737,Square feet,168,0,58343.89918,kWh,14377.17549,Cubic meter,,,,,,,,,,,,,,,,,,,"29,740",36.6,,FS215,Fire Stations
Fire Station 221,Fire stations and associated offices and facilities,2575 Eglinton Ave E,Toronto,M1K 2R8,11916,Square feet,168,0,155280.0825,kWh,23597.47831,Cubic meter,,,,,,,,,,,,,,,,,,,"51,432",33.9,,FS221,Fire Stations
Fire Station 222,Fire stations and associated offices and facilities,755 Warden Ave,Toronto,M1L 4B3,6910,Square feet,168,0,60897.3998,kWh,13923.10856,Cubic meter,,,,,,,,,,,,,,,,,,,"28,994",30.1,,FS222,Fire Stations
Fire Station 223,Fire stations and associated offices and facilities,116 Dorset Rd,Toronto,M1M 2T1,7459,Square feet,168,0,51679.45162,kWh,12371.47599,Cubic meter,,,,,,,,,,,,,,,,,,,"25,656",24.4,,FS223,Fire Stations
Fire Station 224,Fire stations and associated offices and facilities,1313 Woodbine Ave,Toronto,M4C 4E9,3767,Square feet,168,0,61407.76194,kWh,9413.693548,Cubic meter,,,,,,,,,,,,,,,,,,,"20,494",42.7,,FS224,Fire Stations
Fire Station 225,Fire stations and associated offices and facilities,3600 Danforth Ave,Toronto,M1N 4E9,9085,Square feet,168,0,96845.27947,kWh,25626.13582,Cubic meter,,,,,,,,,,,,,,,,,,,"52,695",40.4,,FS225,Fire Stations
Fire Station 226,Fire stations and associated offices and facilities,85 Main St,Toronto,M4E 2V6,11808,Square feet,168,0,54619.31102,kWh,26739.25941,Cubic meter,,,,,,,,,,,,,,,,,,,"52,940",28.5,,FS226,Fire Stations
Fire Station 227,Fire stations and associated offices and facilities,1904 Queen St E,Toronto,M4L 1H4,10484,Square feet,168,0,65058.74727,kWh,19551.97531,Cubic meter,,,,,,,,,,,,,,,,,,,"39,816",25.9,,FS227,Fire Stations
Fire Station 231,Fire stations and associated offices and facilities,740 Markham Rd,Toronto,M1H 2A9,14241,Square feet,168,0,146202.1912,kWh,32479.41167,Cubic meter,,,,,,,,,,,,,,,,,,,"67,819",34.3,,FS231,Fire Stations
Fire Station 232,Fire stations and associated offices and facilities,1550 Midland Ave,Toronto,M1P 3C2,5350,Square feet,168,0,72980.8084,kWh,13132.81451,Cubic meter,,,,,,,,,,,,,,,,,,,"28,032",39.6,,FS232,Fire Stations
Fire Station 233,Fire stations and associated offices and facilities,59 Curlew Dr,Toronto,M3A 2P8,11001,Square feet,168,0,87820.69988,kWh,21137.67011,Cubic meter,,,,,,,,,,,,,,,,,,,"43,814",28.3,,FS233,Fire Stations
Fire Station 234,Fire stations and associated offices and facilities,40 Coronation Dr,Toronto,M1E 2H1,5350,Square feet,168,0,46619.4304,kWh,13523.10702,Cubic meter,,,,,,,,,,,,,,,,,,,"27,610",35.4,,FS234,Fire Stations
Fire Station 235,Fire stations and associated offices and facilities,200 Bermondsey Rd.,Toronto,M4A 1Y1,8902,Square feet,168,0,103508.277,kWh,20854.79091,Cubic meter,,,,,,,,,,,,,,,,,,,"43,970",36.4,,FS235,Fire Stations
Fire Station 241,Fire stations and associated offices and facilities,3325 Warden Ave,Toronto,M1W 3L6,5500,Square feet,168,0,46499.04373,kWh,10550.02529,Cubic meter,,,,,,,,,,,,,,,,,,,"21,986",28.7,,FS241,Fire Stations
Fire Station 242,Fire stations and associated offices and facilities,2733 Brimley Rd,Toronto,M1V 1T4,5500,Square feet,168,0,61154.30796,kWh,13932.54323,Cubic meter,,,,,,,,,,,,,,,,,,,"29,023",37.9,,FS242,Fire Stations
Fire Station 243,Fire stations and associated offices and facilities,4560 Sheppard Ave E,Toronto,M1S 1V2,5350,Square feet,168,0,49764.55537,kWh,17483.12,Cubic meter,,,,,,,,,,,,,,,,,,,"35,233",43.8,,FS243,Fire Stations
Fire Station 244,Fire stations and associated offices and facilities,2340 Birchmount Rd,Toronto,M1T 2M3,5350,Square feet,168,0,55599.98966,kWh,13687.60912,Cubic meter,,,,,,,,,,,,,,,,,,,"28,316",37.4,,FS244,Fire Stations
Fire Station 245,Fire stations and associated offices and facilities,1600 Birchmount Rd,Toronto,M1P 2H6,5608,Square feet,168,0,45579.6928,kWh,11626.7645,Cubic meter,,,,,,,,,,,,,,,,,,,"23,980",30.0,,FS245,Fire Stations
Fire Station 311,Fire stations and associated offices and facilities,20 Balmoral Ave,Toronto,M4V 1J4,12755,Square feet,168,0,59531.05263,kWh,17172.17214,Cubic meter,,,,,,,,,,,,,,,,,,,"35,075",18.9,,FS311,Fire Stations
Fire Station 312,Fire stations and associated offices and facilities,34 Yorkville Ave,Toronto,M4W 1L4,9806,Square feet,168,0,107013.445,kWh,22838.47747,Cubic meter,,,,,,,,,,,,,,,,,,,"47,873",35.5,,FS312,Fire Stations
Fire Station 313,Fire stations and associated offices and facilities,441 Bloor St E 2 Fl,Toronto,M4W 1J1,12099,Square feet,168,0,142826.2286,kWh,31231.09396,Cubic meter,,,,,,,,,,,,,,,,,,,"65,311",39.1,,FS313,Fire Stations
Fire Station 314,Fire stations and associated offices and facilities,12 Grosvenor St,Toronto,M4Y 1A8,11937,Square feet,168,0,48280.23185,kWh,22993.28448,Cubic meter,,,,,,,,,,,,,,,,,,,"45,582",24.4,,FS314,Fire Stations
Fire Station 315,Fire stations and associated offices and facilities,132 Bellevue Av,Toronto,M5T 2N9,7244,Square feet,168,0,104594.4447,kWh,24364.87576,Cubic meter,,,,,,,,,,,,,,,,,,,"50,652",49.9,,FS315,Fire Stations
Fire Station 321,Fire stations and associated offices and facilities,231 McCrae Ave,Toronto,M4G 1T6,7535,Square feet,168,0,104360.4396,kWh,23139.66799,Cubic meter,,,,,,,,,,,,,,,,,,,"48,326",46.3,,FS321,Fire Stations
Fire Station 322,Fire stations and associated offices and facilities,256 Cosburn Ave,Toronto,M4J 2M1,7535,Square feet,168,0,47542.50994,kWh,14511.70766,Cubic meter,,,,,,,,,,,,,,,,,,,"29,519",26.6,,FS322,Fire Stations
Fire Station 323,Fire stations and associated offices and facilities,153 Chatham Ave,Toronto,M4J 1K8,10236,Square feet,168,0,114888.3614,kWh,38128.50441,Cubic meter,,,,,,,,,,,,,,,,,,,"77,118",50.5,,FS323,Fire Stations
Fire Station 324,Fire stations and associated offices and facilities,840 Gerrard St E,Toronto,M4M 1Y7,13153,Square feet,168,0,47877.09414,kWh,20434.022,Cubic meter,,,,,,,,,,,,,,,,,,,"40,727",20.0,,FS324,Fire Stations
Fire Station 325,Fire stations and associated offices and facilities,475 Dundas St E,Toronto,M5A 2B5,10129,Square feet,168,0,109531.9941,kWh,17025.96606,Cubic meter,,,,,,,,,,,,,,,,,,,"36,998",28.6,,FS325,Fire Stations
Fire Station 331,Fire stations and associated offices and facilities,31 Claremont St,Toronto,M6J 2M3,10979,Square feet,168,0,91065.94515,kWh,23965.1642,Cubic meter,,,,,,,,,,,,,,,,,,,"49,301",31.3,,FS331,Fire Stations
Fire Station 332,Fire stations and associated offices and facilities,260 Adelaide St W,Toronto,M5H 1X6,24865,Square feet,168,0,309734.0953,kWh,20699.27586,Cubic meter,,,,,,,,,,,,,,,,,,,"52,750",21.2,,FS332,Fire Stations
Fire Station 333,Fire stations and associated offices and facilities,201 Front St E,Toronto,M5A 1E7,12723,Square feet,168,0,126516.7998,kWh,29672.08879,Cubic meter,,,,,,,,,,,,,,,,,,,"61,647",34.6,,FS333,Fire Stations
Fire Station 334,Fire stations and associated offices and facilities,339 Queens Quay West,Toronto,M5V 1A2,13003,Square feet,168,0,335753.1661,kWh,18622.64879,Cubic meter,,,,,,,,,,,,,,,,,,,"49,970",40.9,,FS334,Fire Stations
Fire Station 335,Fire stations and associated offices and facilities,235 Cibola Ave,Toronto,M5J 2W6,4402,Square feet,168,0,92007.99701,kWh,8214.663158,Cubic meter,,,,,,,,,,,,,,,,,,,"19,574",40.6,,FS335,Fire Stations
Fire Station 341,Fire stations and associated offices and facilities,555 Oakwood Ave,Toronto,M6E 2X4,9268,Square feet,168,0,78439.13296,kWh,25531.08059,Cubic meter,,,,,,,,,,,,,,,,,,,"51,705",37.5,,FS341,Fire Stations
Fire Station 342,Fire stations and associated offices and facilities,106 Ascot Ave,Toronto,M6E 1G2,3057,Square feet,168,0,27400.47554,kWh,11651.70056,Cubic meter,,,,,,,,,,,,,,,,,,,"23,227",49.2,,FS342,Fire Stations
Fire Station 343,Fire stations and associated offices and facilities,65 Hendrick Av,Toronto,M6G 3S3,9827,Square feet,168,0,55488.70467,kWh,23711.61819,Cubic meter,,,,,,,,,,,,,,,,,,,"47,256",31.1,,FS343,Fire Stations
